,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0022000019,475,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,2,27,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,35,1,1,20201223,DEN,SAC
1,Shot Chart Detail,0022000044,677,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,1,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-40,53,1,0,20201228,DEN,HOU
2,Shot Chart Detail,0022000055,135,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,136,215,1,0,20201229,SAC,DEN
3,Shot Chart Detail,0022000055,453,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,47,248,1,0,20201229,SAC,DEN
4,Shot Chart Detail,0022000055,487,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,112,226,1,0,20201229,SAC,DEN
5,Shot Chart Detail,0022000088,172,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,41,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,11,1,0,20210103,MIN,DEN
6,Shot Chart Detail,0022000088,222,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,6,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,20,1,1,20210103,MIN,DEN
7,Shot Chart Detail,0022000088,508,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,36,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,26,1,1,20210103,MIN,DEN
8,Shot Chart Detail,0022000088,528,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,137,209,1,0,20210103,MIN,DEN
9,Shot Chart Detail,0022000088,546,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,5,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,163,184,1,1,20210103,MIN,DEN
10,Shot Chart Detail,0022000088,562,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,4,31,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,5,1,1,20210103,MIN,DEN
11,Shot Chart Detail,0022000088,585,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,2,33,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,58,1,1,20210103,MIN,DEN
12,Shot Chart Detail,0022000088,591,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,1,53,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,6,1,0,20210103,MIN,DEN
13,Shot Chart Detail,0022000104,198,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,10,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,32,1,1,20210105,DEN,MIN
14,Shot Chart Detail,0022000104,234,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,8,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-165,194,1,0,20210105,DEN,MIN
15,Shot Chart Detail,0022000104,240,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,51,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,1,1,0,20210105,DEN,MIN
16,Shot Chart Detail,0022000104,245,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,30,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,26,1,1,20210105,DEN,MIN
17,Shot Chart Detail,0022000104,378,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,0,2,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-123,90,1,0,20210105,DEN,MIN
18,Shot Chart Detail,0022000104,599,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,10,1,0,20210105,DEN,MIN
19,Shot Chart Detail,0022000104,615,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,3,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,20,1,1,20210105,DEN,MIN
20,Shot Chart Detail,0022000133,459,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,45,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,104,224,1,0,20210109,PHI,DEN
21,Shot Chart Detail,0022000133,475,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,10,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,38,258,1,0,20210109,PHI,DEN
22,Shot Chart Detail,0022000133,537,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,12,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,3,1,1,20210109,PHI,DEN
23,Shot Chart Detail,0022000133,570,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-193,187,1,0,20210109,PHI,DEN
24,Shot Chart Detail,0022000144,148,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,33,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,27,61,1,1,20210110,NYK,DEN
25,Shot Chart Detail,0022000144,186,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,50,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,43,137,1,0,20210110,NYK,DEN
26,Shot Chart Detail,0022000144,206,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,204,184,1,1,20210110,NYK,DEN
27,Shot Chart Detail,0022000144,460,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,221,122,1,0,20210110,NYK,DEN
28,Shot Chart Detail,0022000144,487,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,5,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,26,1,0,20210110,NYK,DEN
29,Shot Chart Detail,0022000158,184,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,10,58,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,179,169,1,1,20210112,BKN,DEN
30,Shot Chart Detail,0022000158,235,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-144,200,1,0,20210112,BKN,DEN
31,Shot Chart Detail,0022000158,463,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-8,258,1,0,20210112,BKN,DEN
32,Shot Chart Detail,0022000158,476,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,4,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,44,1,1,20210112,BKN,DEN
33,Shot Chart Detail,0022000158,504,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-223,113,1,0,20210112,BKN,DEN
34,Shot Chart Detail,0022000177,204,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,8,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,185,170,1,0,20210114,DEN,GSW
35,Shot Chart Detail,0022000177,222,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,203,152,1,0,20210114,DEN,GSW
36,Shot Chart Detail,0022000177,519,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,2,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,64,1,1,20210114,DEN,GSW
37,Shot Chart Detail,0022000200,141,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,45,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,100,106,1,1,20210117,DEN,UTA
38,Shot Chart Detail,0022000200,163,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,9,55,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,53,1,0,20210117,DEN,UTA
39,Shot Chart Detail,0022000200,184,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,8,17,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,9,1,1,20210117,DEN,UTA
40,Shot Chart Detail,0022000200,501,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,10,54,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,17,1,0,20210117,DEN,UTA
41,Shot Chart Detail,0022000213,150,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,1,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,14,57,1,0,20210119,DEN,OKC
42,Shot Chart Detail,0022000213,210,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,10,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-89,241,1,1,20210119,DEN,OKC
43,Shot Chart Detail,0022000213,232,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,8,53,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,59,1,0,20210119,DEN,OKC
44,Shot Chart Detail,0022000213,256,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,50,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,55,94,1,0,20210119,DEN,OKC
45,Shot Chart Detail,0022000213,522,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,8,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,101,66,1,0,20210119,DEN,OKC
46,Shot Chart Detail,0022000213,630,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,3,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-139,215,1,0,20210119,DEN,OKC
47,Shot Chart Detail,0022000248,230,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,57,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,-10,1,0,20210123,PHX,DEN
48,Shot Chart Detail,0022000248,518,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,52,251,1,1,20210123,PHX,DEN
49,Shot Chart Detail,0022000248,558,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,5,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,38,302,1,0,20210123,PHX,DEN
50,Shot Chart Detail,0022000265,465,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,0,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,33,-150,295,1,0,20210125,DAL,DEN
51,Shot Chart Detail,0022000275,220,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-198,177,1,0,20210127,MIA,DEN
52,Shot Chart Detail,0022000275,224,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,6,30,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-30,76,1,0,20210127,MIA,DEN
53,Shot Chart Detail,0022000275,436,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-227,131,1,0,20210127,MIA,DEN
54,Shot Chart Detail,0022000275,444,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Back Court(BC),Back Court Shot,39,13,398,1,0,20210127,MIA,DEN
55,Shot Chart Detail,0022000296,142,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,10,58,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,81,124,1,0,20210129,SAS,DEN
56,Shot Chart Detail,0022000306,140,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,93,231,1,0,20210131,DEN,UTA
57,Shot Chart Detail,0022000306,452,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,2,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,161,216,1,0,20210131,DEN,UTA
58,Shot Chart Detail,0022000306,460,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,2,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,190,180,1,1,20210131,DEN,UTA
59,Shot Chart Detail,0022000306,521,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,10,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,27,259,1,1,20210131,DEN,UTA
60,Shot Chart Detail,0022000306,584,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,9,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-5,69,1,1,20210131,DEN,UTA
61,Shot Chart Detail,0022000321,115,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,2,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,212,1,1,20210406,DEN,DET
62,Shot Chart Detail,0022000321,133,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,38,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,10,1,0,20210406,DEN,DET
63,Shot Chart Detail,0022000321,139,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,3,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,23,1,1,20210406,DEN,DET
64,Shot Chart Detail,0022000321,203,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,5,57,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-30,73,1,0,20210406,DEN,DET
65,Shot Chart Detail,0022000321,384,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,3,50,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,148,201,1,0,20210406,DEN,DET
66,Shot Chart Detail,0022000321,409,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,2,3,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,15,1,0,20210406,DEN,DET
67,Shot Chart Detail,0022000388,173,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,54,93,536,1,0,20210210,DEN,CLE
68,Shot Chart Detail,0022000388,185,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-198,168,1,0,20210210,DEN,CLE
69,Shot Chart Detail,0022000388,252,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,8,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-142,220,1,0,20210210,DEN,CLE
70,Shot Chart Detail,0022000388,256,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,47,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-50,8,1,1,20210210,DEN,CLE
71,Shot Chart Detail,0022000388,561,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,10,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,14,263,1,1,20210210,DEN,CLE
72,Shot Chart Detail,0022000388,580,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,24,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-76,52,1,0,20210210,DEN,CLE
73,Shot Chart Detail,0022000401,179,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,9,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,183,169,1,0,20210212,DEN,OKC
74,Shot Chart Detail,0022000401,184,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,8,16,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-13,59,1,0,20210212,DEN,OKC
75,Shot Chart Detail,0022000416,159,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,0,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-225,121,1,1,20210214,DEN,LAL
76,Shot Chart Detail,0022000416,188,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,10,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,126,1,0,20210214,DEN,LAL
77,Shot Chart Detail,0022000416,255,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,7,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,6,253,1,1,20210214,DEN,LAL
78,Shot Chart Detail,0022000416,497,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,2,7,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,224,67,1,1,20210214,DEN,LAL
79,Shot Chart Detail,0022000416,568,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,3,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,46,1,0,20210214,DEN,LAL
80,Shot Chart Detail,0022000416,572,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,39,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,8,1,1,20210214,DEN,LAL
81,Shot Chart Detail,0022000416,622,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,4,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,131,224,1,0,20210214,DEN,LAL
82,Shot Chart Detail,0022000416,664,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,2,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,79,250,1,0,20210214,DEN,LAL
83,Shot Chart Detail,0022000427,69,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,5,10,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,76,136,1,0,20210216,BOS,DEN
84,Shot Chart Detail,0022000427,96,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,3,7,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,95,131,1,0,20210216,BOS,DEN
85,Shot Chart Detail,0022000427,242,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,4,39,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,89,30,1,0,20210216,BOS,DEN
86,Shot Chart Detail,0022000427,260,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,3,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,201,168,1,0,20210216,BOS,DEN
87,Shot Chart Detail,0022000427,274,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,2,31,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,0,1,1,20210216,BOS,DEN
88,Shot Chart Detail,0022000427,277,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,2,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,229,120,1,1,20210216,BOS,DEN
89,Shot Chart Detail,0022000427,340,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,8,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-17,272,1,0,20210216,BOS,DEN
90,Shot Chart Detail,0022000427,348,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,8,20,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,15,1,1,20210216,BOS,DEN
91,Shot Chart Detail,0022000427,495,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,102,251,1,1,20210216,BOS,DEN
92,Shot Chart Detail,0022000427,517,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,190,189,1,0,20210216,BOS,DEN
93,Shot Chart Detail,0022000427,543,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,4,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,8,65,1,1,20210216,BOS,DEN
94,Shot Chart Detail,0022000427,619,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,0,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-122,243,1,0,20210216,BOS,DEN
95,Shot Chart Detail,0022000437,107,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,3,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-183,189,1,1,20210217,WAS,DEN
96,Shot Chart Detail,0022000437,168,1630267,Facundo Campazzo,1610612743,Denver Nuggets,2,11,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-102,256,1,0,20210217,WAS,DEN
97,Shot Chart Detail,0022000437,422,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,6,21,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,76,137,1,1,20210217,WAS,DEN
98,Shot Chart Detail,0022000437,427,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,5,19,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,6,78,1,1,20210217,WAS,DEN
99,Shot Chart Detail,0022000437,438,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,4,6,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-234,80,1,1,20210217,WAS,DEN
100,Shot Chart Detail,0022000437,512,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,11,50,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,31,128,1,1,20210217,WAS,DEN
101,Shot Chart Detail,0022000437,557,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,7,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-119,249,1,0,20210217,WAS,DEN
102,Shot Chart Detail,0022000448,65,1630267,Facundo Campazzo,1610612743,Denver Nuggets,1,6,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,1,1,0,20210511,CHA,DEN
103,Shot Chart Detail,0022000448,329,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,11,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,68,242,1,0,20210511,CHA,DEN
104,Shot Chart Detail,0022000448,372,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,7,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,55,253,1,0,20210511,CHA,DEN
105,Shot Chart Detail,0022000448,402,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,6,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,17,1,0,20210511,CHA,DEN
106,Shot Chart Detail,0022000448,477,1630267,Facundo Campazzo,1610612743,Denver Nuggets,3,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,199,152,1,0,20210511,CHA,DEN
107,Shot Chart Detail,0022000448,533,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,9,9,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,42,1,0,20210511,CHA,DEN
108,Shot Chart Detail,0022000448,545,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,8,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,10,1,1,20210511,CHA,DEN
109,Shot Chart Detail,0022000448,559,1630267,Facundo Campazzo,1610612743,Denver Nuggets,4,6,54,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,220,1,1,20210511,CHA,DEN
