,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON_TYPE,PLAYER_NAME,FG2M,FG2A,FG2_PCT,SEASON,TEAM_ABBREVIATION,LOCAL_AWAY
96,203991,22000205,2021-01-18,ATL vs. MIN,W,39,10,16,0.625,0,0,0.0,3,3,1.0,4,11,15,2,2,3,4,1,23,0,Regular,"Capela, Clint",10,16,0.625,2020-21,ATL,AWAY
97,203991,22000195,2021-01-16,ATL vs. POR,L,37,11,16,0.688,0,0,0.0,3,5,0.6,4,11,15,0,1,4,2,4,25,0,Regular,"Capela, Clint",11,16,0.688,2020-21,ATL,AWAY
98,203991,22000186,2021-01-15,ATL vs. UTA,L,27,8,9,0.889,0,0,0.0,0,0,0.0,1,10,11,0,0,0,0,3,16,-19,Regular,"Capela, Clint",8,9,0.889,2020-21,ATL,LOCAL
99,203991,22000153,2021-01-11,ATL vs. PHI,W,26,4,12,0.333,0,0,0.0,4,6,0.667,3,8,11,1,1,1,3,1,12,26,Regular,"Capela, Clint",4,12,0.333,2020-21,ATL,LOCAL
100,203991,22000134,2021-01-09,ATL vs. CHA,L,27,2,6,0.333,0,0,0.0,3,4,0.75,4,9,13,1,1,0,2,1,7,-4,Regular,"Capela, Clint",2,6,0.333,2020-21,ATL,AWAY
101,203991,22000110,2021-01-06,ATL vs. CHA,L,26,3,8,0.375,0,0,0.0,1,2,0.5,6,13,19,1,0,1,0,1,7,2,Regular,"Capela, Clint",3,8,0.375,2020-21,ATL,LOCAL
102,203991,22000095,2021-01-04,ATL vs. NYK,L,31,5,7,0.714,0,0,0.0,2,2,1.0,2,10,12,0,0,1,0,3,12,-1,Regular,"Capela, Clint",5,7,0.714,2020-21,ATL,LOCAL
103,203991,22000083,2021-01-02,ATL vs. CLE,L,31,8,12,0.667,0,0,0.0,0,5,0.0,8,8,16,0,3,2,3,4,16,3,Regular,"Capela, Clint",8,12,0.667,2020-21,ATL,AWAY
104,203991,22000072,2021-01-01,ATL vs. BKN,W,30,6,10,0.6,0,0,0.0,0,2,0.0,3,8,11,6,0,0,1,3,12,12,Regular,"Capela, Clint",6,10,0.6,2020-21,ATL,AWAY
105,203991,22000057,2020-12-30,ATL vs. BKN,L,20,3,7,0.429,0,0,0.0,1,2,0.5,3,9,12,0,0,1,1,0,7,1,Regular,"Capela, Clint",3,7,0.429,2020-21,ATL,AWAY
106,203991,22000041,2020-12-28,ATL vs. DET,W,20,3,5,0.6,0,0,0.0,1,2,0.5,2,7,9,1,0,2,0,1,7,-10,Regular,"Capela, Clint",3,5,0.6,2020-21,ATL,LOCAL
107,1628381,22001066,2021-05-16,ATL vs. HOU,W,16,5,7,0.714,1,1,1.0,4,4,1.0,0,4,4,0,0,1,0,1,15,13,Regular,"Collins, John",4,6,0.667,2020-21,ATL,AWAY
108,1628381,22001049,2021-05-13,ATL vs. ORL,W,21,4,9,0.444,4,6,0.667,0,0,0.0,0,6,6,0,0,1,1,4,12,25,Regular,"Collins, John",0,3,0.0,2020-21,ATL,AWAY
109,1628381,22001042,2021-05-12,ATL vs. WAS,W,34,5,12,0.417,2,5,0.4,6,8,0.75,0,6,6,1,0,2,3,3,18,-3,Regular,"Collins, John",3,7,0.429,2020-21,ATL,LOCAL
110,1628381,22001026,2021-05-10,ATL vs. WAS,W,33,10,14,0.714,1,1,1.0,7,7,1.0,3,5,8,1,1,2,1,3,28,16,Regular,"Collins, John",9,13,0.692,2020-21,ATL,LOCAL
111,1628381,22001000,2021-05-06,ATL vs. IND,L,30,10,15,0.667,2,5,0.4,3,5,0.6,2,5,7,0,1,1,2,4,25,7,Regular,"Collins, John",8,10,0.8,2020-21,ATL,LOCAL
112,1628381,22000992,2021-05-05,ATL vs. PHX,W,23,3,4,0.75,1,2,0.5,2,2,1.0,0,4,4,0,1,0,2,2,9,3,Regular,"Collins, John",2,2,1.0,2020-21,ATL,LOCAL
113,1628381,22000978,2021-05-03,ATL vs. POR,W,19,6,8,0.75,2,4,0.5,1,2,0.5,2,6,8,1,0,0,2,4,15,8,Regular,"Collins, John",4,4,1.0,2020-21,ATL,LOCAL
114,1628381,22000959,2021-05-01,ATL vs. CHI,W,31,5,10,0.5,2,5,0.4,1,1,1.0,2,8,10,1,4,1,3,3,13,13,Regular,"Collins, John",3,5,0.6,2020-21,ATL,AWAY
115,1628381,22000949,2021-04-30,ATL vs. PHI,L,26,4,11,0.364,2,6,0.333,1,1,1.0,0,4,4,1,0,2,2,2,11,-9,Regular,"Collins, John",2,5,0.4,2020-21,ATL,LOCAL
